Russia,Altai Krai,6235
Russia,Amurskaya Oblast',1633
Russia,Arkhangelskaya,2990
Russia,Astrakhanskaya Oblast',2877
Russia,Bashkortostan,13449
Russia,Belgorodskaya Oblast',3641
Russia,Bryanskaya Oblast',2957
Russia,Chechnya,756
Russia,Chelyabinsk,14621
Russia,Chukotskiy Avtonomnyy Okrug,12
Russia,Chuvashia,3918
Russia,Dagestan,1833
Russia,Irkutskaya Oblast',10724
Russia,Ivanovskaya Oblast',3512
Russia,Jewish Autonomous Oblast,132
Russia,Kabardino-Balkarskaya Respublika,794
Russia,Kaliningradskaya Oblast',5631
Russia,Kalmykiya,178
Russia,Kaluzhskaya Oblast',3995
Russia,Kamtchatski Kray,451
Russia,Karachayevo-Cherkesiya,529
Russia,Kemerovskaya Oblast',7025
Russia,Khabarovsk Krai,6339
Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,6128
Russia,Kirovskaya Oblast',3788
Russia,Komi Republic,2666
Russia,Kostromskaya Oblast',1925
Russia,Krasnodarskiy Kray,23361
Russia,Krasnoyarskiy Kray,8695
Russia,Kurganskaya Oblast',2076
Russia,Kurskaya Oblast',2433
Russia,Leningrad,3348
Russia,Lipetskaya Oblast',3161
Russia,Magadanskaya Oblast',247
Russia,Moscow,178103
Russia,Moscow Oblast,34384
Russia,Murmansk,2743
Russia,Nenetskiy Avtonomnyy Okrug,116
Russia,Nizhegorodskaya Oblast',15035
Russia,North Ossetia,1110
Russia,Novgorodskaya Oblast',2906
Russia,Novosibirskaya Oblast',16231
Russia,Omskaya Oblast',7352
Russia,Orenburgskaya Oblast',3851
Russia,Orlovskaya Oblast',2199
Russia,Penzenskaya Oblast',3776
Russia,Perm Krai,11906
Russia,Primorskiy Kray,6925
Russia,Pskovskaya Oblast',1282
Russia,Republic of Karelia,1856
Russia,Respublika Adygeya,827
Russia,Respublika Altay,153
Russia,Respublika Buryatiya,1581
Russia,Respublika Ingushetiya,300
Russia,Respublika Khakasiya,1076
Russia,Respublika Mariy-El,2432
Russia,Respublika Mordoviya,1653
Russia,Respublika Sakha (Yakutiya),1566
Russia,Respublika Tyva,144
Russia,Rostov,15368
Russia,Ryazanskaya Oblast',3787
Russia,Sakhalinskaya Oblast',1431
Russia,Samarskaya Oblast',16991
Russia,Saratovskaya Oblast',8465
Russia,Smolenskaya Oblast',2359
Russia,St.-Petersburg,57816
Russia,Stavropol'skiy Kray,6605
Russia,Sverdlovskaya Oblast',24031
Russia,Tambovskaya Oblast',2096
Russia,Tatarstan,14864
Russia,Tomskaya Oblast',5450
Russia,Transbaikal Territory,1746
Russia,Tul'skaya Oblast',5613
Russia,Tverskaya Oblast',4445
Russia,Tyumenskaya Oblast',7017
Russia,Udmurtskaya Respublika,5485
Russia,Ulyanovsk Oblast,5055
Russia,Vladimirskaya Oblast',4746
Russia,Volgogradskaya Oblast',7478
Russia,Vologodskaya Oblast',3994
Russia,Voronezhskaya Oblast',9618
Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1344
Russia,Yaroslavskaya Oblast',6631
